Epoch,Learn rate,Avg Train loss,Train Accuracy,Avg Eval loss,Eval accuracy
80,5.5901699437494744e-05,0.02802109206095338,0.0,0.028021091659521234,0.0
81,5.660047068046343e-05,0.02265479415655136,0.0,0.02265479415655136,0.0
82,5.7299241923432115e-05,0.017980648204684258,0.0,0.017980648204684258,0.0
83,5.79980131664008e-05,0.014822111697867513,0.0,0.01482211149715144,0.0
84,5.8696784409369485e-05,0.012216584058478475,0.0,0.012216583857762402,0.0
85,5.939555565233816e-05,0.010356670711189508,0.0,0.010356671112621653,0.0
0,0.0,6.394083261489868,0.0,6.387795788901193,0.0
1,1.0481568644530265e-06,6.3834865887959795,0.0,6.375344130457664,0.0
2,2.096313728906053e-06,6.327130158742269,0.0,6.334380033064861,0.0
3,3.1444705933590794e-06,6.243515968322754,0.0,6.266058464439547,0.0
4,4.192627457812106e-06,6.147094964981079,0.0,6.176215337247265,0.0
5,5.240784322265132e-06,6.030690431594849,0.0,6.07490585288223,0.0
6,6.288941186718159e-06,5.911424875259399,0.0,5.971792620055529,0.0
7,7.337098051171186e-06,5.798831303914388,0.0,5.8710008543364856,0.0
8,8.385254915624212e-06,5.680526892344157,0.0,5.776961735316685,0.0
9,9.433411780077238e-06,5.587357918421428,0.0,5.691986726254833,0.0
10,1.0481568644530264e-05,5.505488395690918,0.0,5.61062646398739,0.0
11,1.1529725508983291e-05,5.401089032491048,0.0,5.536235283832161,0.0
12,1.2577882373436317e-05,5.340051333109538,0.0,5.469568242832106,0.0
13,1.3626039237889344e-05,5.262004375457764,0.0,5.404847359170719,0.0
14,1.4674196102342371e-05,5.18672235806783,0.0,5.343587787783876,0.0
15,1.5722352966795396e-05,5.122507890065511,0.0,5.289204247143804,0.0
16,1.6770509831248423e-05,5.0577991008758545,0.0,5.23319300826715,0.0
17,1.781866669570145e-05,4.995801687240601,0.0,5.180039036030672,0.0
18,1.8866823560154475e-05,4.918934027353923,0.0,5.124830460061832,0.0
19,1.9914980424607503e-05,4.8690996170043945,0.0,5.070664775614836,0.0
20,2.0963137289060527e-05,4.811472654342651,0.0,5.023248886575504,0.0
21,2.2011294153513555e-05,4.751561403274536,0.0,4.973701837111492,0.0
22,2.3059451017966583e-05,4.653489828109741,0.0,4.916357127987609,0.0
23,2.4107607882419607e-05,4.583674351374309,0.0,4.869776472753408,0.0
24,2.5155764746872635e-05,4.512992858886719,0.0,4.817025204094088,0.0
25,2.6203921611325663e-05,4.4014895757039385,0.0,4.755608947909608,0.0
26,2.7252078475778687e-05,4.368615627288818,0.0,4.698444356723708,0.0
27,2.8300235340231715e-05,4.2720597585042315,0.0,4.640778191235601,0.0
28,2.9348392204684742e-05,4.151229778925578,0.0,4.5850991813503965,0.0
29,3.0396549069137767e-05,4.093798200289409,0.0,4.517465961222746,0.0
30,3.144470593359079e-05,4.026728669802348,0.0,4.468085561479841,0.0
31,3.249286279804382e-05,3.9468127886454263,0.0,4.409220802540681,0.0
32,3.3541019662496847e-05,3.8263750473658242,0.0,4.346902968932171,0.0
33,3.4589176526949874e-05,3.7779372533162436,0.0,4.292767193852638,0.0
34,3.56373333914029e-05,3.6677329937616983,0.0,4.2322604169650955,0.0
35,3.668549025585592e-05,3.5757342179616294,0.0,4.17301387202983,0.0
36,3.773364712030895e-05,3.4997770388921103,0.0,4.115862364671668,0.0
37,3.878180398476198e-05,3.3947927951812744,0.0,4.053405766584436,0.0
38,3.9829960849215006e-05,3.3827909231185913,0.0,4.000433766112035,0.0
39,4.0878117713668034e-05,3.2596092224121094,0.0,3.9402488251121675,0.0
0,0.0,6.317825087479183,0.0,6.3228196675628725,0.0
1,9.78279740156158e-06,5.541723711150033,0.0,5.55618644096482,0.0
2,1.956559480312316e-05,4.953422401632581,0.0,4.978213835050402,0.0
3,2.9348392204684742e-05,4.414352476596832,0.0,4.457006444873464,0.0
4,3.913118960624632e-05,3.797957411834172,0.0,3.8796584140846666,0.0
5,4.89139870078079e-05,3.1434122792312076,0.0,3.235927181224708,0.0
6,5.8696784409369485e-05,2.6038847395351956,0.0,2.7013629355900726,0.0
7,6.847958181093106e-05,2.3112853510039195,0.0,2.407524688862699,0.0
8,7.826237921249264e-05,2.137390654001917,0.0,2.2370321630712007,0.0
9,8.804517661405422e-05,2.0019595537866866,0.0,2.1081596907955302,0.0
10,9.78279740156158e-05,1.8947884057249342,0.0,2.0154449779023107,0.0
11,0.00010761077141717738,1.814931252173015,0.0,1.9377658892445402,0.0
12,0.00011739356881873897,1.7381438953535897,0.0,1.8778713785666574,0.0
13,0.00012717636622030053,1.7015237254755837,0.0,1.8300301505766163,0.0
14,0.00013695916362186213,1.6495511957577296,0.0,1.793519251783129,0.0
15,0.0001467419610234237,1.6182823841060912,0.0,1.7712415336842988,0.0
16,0.00015652475842498528,1.5785519012383051,0.0,1.7478021891783901,0.0
17,0.00016630755582654688,1.5558307277304786,0.0,1.7361171612557271,0.0
18,0.00017609035322810844,1.5301680862903595,0.0,1.7160037405773907,0.0
19,0.00018587315062967003,1.4858913655791963,0.0,1.6940962100172907,0.0
20,0.0001956559480312316,1.4185723194054194,0.0,1.6353361107693831,0.0
21,0.0002054387454327932,1.3622052754674638,0.0,1.577203501398175,0.0
22,0.00021522154283435476,1.3148076491696494,0.0,1.5509528876310383,0.0
23,0.00022500434023591635,1.2670052626303263,0.0,1.5061363063347892,0.0
24,0.00023478713763747794,1.234087540635041,0.0,1.486156259983838,0.0
25,0.0002445699350390395,1.212207369506359,0.0,1.4945188919063546,0.0
26,0.00025435273244060107,1.1769478491374425,0.0,1.4544198846433245,0.0
27,0.0002641355298421627,1.1646305588739259,0.0,1.476573091397583,0.0
28,0.00027391832724372425,1.13028257978814,0.0,1.43534837654179,0.0
29,0.0002837011246452858,1.114310768033777,0.0,1.4424552420974976,0.0
30,0.0002934839220468474,1.0930153014404433,0.0,1.44019069614065,0.0
31,0.000303266719448409,1.0629480640803064,0.0,1.4257945474724414,0.0
32,0.00031304951684997057,1.0586018370730537,0.0,1.4278918149725532,0.0
33,0.00032283231425153213,1.0343477874994278,0.0,1.428091821536212,0.0
34,0.00033261511165309375,1.0054097473621368,0.0,1.423101913041512,0.0
35,0.0003423979090546553,0.9901278870446342,0.0,1.4225360735561285,0.0
36,0.0003521807064562169,0.9773130193352699,0.0,1.431336690722337,0.0
37,0.00036196350385777845,0.9673076612608773,0.0,1.4580323609787693,0.0
38,0.00037174630125934007,0.936854074043887,0.0,1.4274709351825523,0.0
39,0.00038152909866090163,0.9394518828817776,0.0,1.445181775380908,0.0
40,0.0003913118960624632,0.9098598382302693,0.0,1.4487694847271955,0.0
41,0.0004010946934640248,0.8833325249808175,0.0,1.443234952882502,0.0
42,0.0004108774908655864,0.874021973993097,0.0,1.4438392693847717,0.0
43,0.00042066028826714795,0.8551396088940757,0.0,1.4596167893956604,0.0
44,0.0004304430856687095,0.8481082325535161,0.0,1.4725617079187927,0.0
45,0.00044022588307027113,0.8343710015927043,0.0,1.4751652798182529,0.0
46,0.0004500086804718327,0.8134044515235084,0.0,1.4770097715753905,0.0
47,0.00045979147787339426,0.8143517726234027,0.0,1.5254453058453872,0.0
48,0.0004695742752749559,0.8053021867360387,0.0,1.5047508732413861,0.0
49,0.00047935707267651744,0.7747110639299665,0.0,1.495826578236202,0.0
50,0.000489139870078079,0.764213099011353,0.0,1.5161207621725992,0.0
51,0.0004989226674796406,0.7516202979854175,0.0,1.5090445069000276,0.0
52,0.0005087054648812021,0.7365338131785393,0.0,1.5301761188257628,0.0
53,0.0005184882622827638,0.7135249152779579,0.0,1.5359543585921198,0.0
54,0.0005282710596843254,0.7313563185078757,0.0,1.525783722549377,0.0
55,0.0005380538570858869,0.700170136988163,0.0,1.5513510785592155,0.0
56,0.0005478366544874485,0.6770163444536073,0.0,1.5653821316283474,0.0
57,0.0005576194518890101,0.6774826603276389,0.0,1.590452180541977,0.0
58,0.0005674022492905716,0.6649130300751754,0.0,1.570328830233522,0.0
59,0.0005771850466921333,0.6478014577712331,0.0,1.6241033590535523,0.0
60,0.0005869678440936948,0.6306480531181607,0.0,1.5997388921753022,0.0
61,0.0005967506414952564,0.6326658470290047,0.0,1.6040352036055905,0.0
62,0.000606533438896818,0.6190776447100299,0.0,1.6298587682021695,0.0
